Precip. Accum.,Date_Time,Station
0,2023-11-18T11:19:00Z,INATIONA8
0,2023-11-18T11:24:00Z,INATIONA8
0,2023-11-18T11:29:00Z,INATIONA8
0,2023-11-18T11:34:00Z,INATIONA8
0,2023-11-18T11:39:00Z,INATIONA8
0,2023-11-18T11:44:00Z,INATIONA8
0,2023-11-18T11:49:00Z,INATIONA8
0,2023-11-18T11:54:00Z,INATIONA8
0,2023-11-18T11:59:00Z,INATIONA8
0,2023-11-18T12:04:00Z,INATIONA8
0,2023-11-18T12:09:00Z,INATIONA8
0,2023-11-18T12:14:00Z,INATIONA8
0,2023-11-18T12:19:00Z,INATIONA8
0,2023-11-18T12:24:00Z,INATIONA8
0,2023-11-18T12:29:00Z,INATIONA8
0,2023-11-18T12:34:00Z,INATIONA8
0,2023-11-18T12:39:00Z,INATIONA8
0,2023-11-18T12:44:00Z,INATIONA8
0,2023-11-18T12:49:00Z,INATIONA8
0,2023-11-18T12:54:00Z,INATIONA8
0,2023-11-18T12:59:00Z,INATIONA8
0,2023-11-18T13:04:00Z,INATIONA8
0,2023-11-18T13:09:00Z,INATIONA8
0,2023-11-18T13:14:00Z,INATIONA8
0,2023-11-18T13:19:00Z,INATIONA8
0,2023-11-18T13:24:00Z,INATIONA8
0,2023-11-18T13:29:00Z,INATIONA8
0,2023-11-18T13:34:00Z,INATIONA8
0,2023-11-18T13:39:00Z,INATIONA8
0,2023-11-18T13:44:00Z,INATIONA8
0,2023-11-18T13:49:00Z,INATIONA8
0,2023-11-18T13:54:00Z,INATIONA8
0,2023-11-18T13:59:00Z,INATIONA8
0,2023-11-18T14:04:00Z,INATIONA8
0,2023-11-18T14:09:00Z,INATIONA8
0,2023-11-18T14:14:00Z,INATIONA8
0,2023-11-18T14:19:00Z,INATIONA8
0,2023-11-18T14:24:00Z,INATIONA8
0,2023-11-18T14:29:00Z,INATIONA8
0,2023-11-18T14:34:00Z,INATIONA8
0,2023-11-18T14:39:00Z,INATIONA8
0,2023-11-18T14:44:00Z,INATIONA8
0,2023-11-18T14:49:00Z,INATIONA8
0,2023-11-18T14:54:00Z,INATIONA8
0,2023-11-18T14:59:00Z,INATIONA8
0,2023-11-18T15:04:00Z,INATIONA8
0,2023-11-18T15:09:00Z,INATIONA8
0,2023-11-18T15:14:00Z,INATIONA8
0,2023-11-18T15:19:00Z,INATIONA8
0,2023-11-18T15:24:00Z,INATIONA8
0,2023-11-18T15:29:00Z,INATIONA8
0,2023-11-18T15:34:00Z,INATIONA8
0,2023-11-18T15:39:00Z,INATIONA8
0,2023-11-18T15:44:00Z,INATIONA8
0,2023-11-18T15:49:00Z,INATIONA8
0,2023-11-18T15:54:00Z,INATIONA8
0,2023-11-18T15:59:00Z,INATIONA8
0,2023-11-18T16:04:00Z,INATIONA8
0,2023-11-18T16:09:00Z,INATIONA8
0,2023-11-18T16:14:00Z,INATIONA8
0,2023-11-18T16:19:00Z,INATIONA8
0,2023-11-18T16:24:00Z,INATIONA8
0,2023-11-18T16:29:00Z,INATIONA8
0,2023-11-18T16:34:00Z,INATIONA8
0,2023-11-18T16:39:00Z,INATIONA8
0,2023-11-18T16:44:00Z,INATIONA8
0,2023-11-18T16:49:00Z,INATIONA8
0,2023-11-18T16:54:00Z,INATIONA8
0,2023-11-18T16:59:00Z,INATIONA8
0,2023-11-18T17:04:00Z,INATIONA8
0,2023-11-18T17:09:00Z,INATIONA8
0,2023-11-18T17:14:00Z,INATIONA8
0,2023-11-18T17:15:00Z,INATIONA8
0,2023-11-18T17:34:00Z,INATIONA8
0,2023-11-18T17:39:00Z,INATIONA8
0,2023-11-18T17:44:00Z,INATIONA8
0,2023-11-18T17:59:00Z,INATIONA8
0,2023-11-18T18:04:00Z,INATIONA8
0,2023-11-18T18:09:00Z,INATIONA8
0,2023-11-18T18:14:00Z,INATIONA8
0,2023-11-18T18:19:00Z,INATIONA8
0,2023-11-18T18:24:00Z,INATIONA8
0,2023-11-18T18:29:00Z,INATIONA8
0,2023-11-18T18:34:00Z,INATIONA8
0,2023-11-18T18:39:00Z,INATIONA8
0,2023-11-18T18:44:00Z,INATIONA8
0,2023-11-18T18:49:00Z,INATIONA8
0,2023-11-18T18:54:00Z,INATIONA8
0,2023-11-18T18:59:00Z,INATIONA8
0,2023-11-18T19:04:00Z,INATIONA8
0,2023-11-18T19:09:00Z,INATIONA8
0,2023-11-18T19:14:00Z,INATIONA8
0,2023-11-18T19:19:00Z,INATIONA8
0,2023-11-18T19:24:00Z,INATIONA8
0,2023-11-18T19:29:00Z,INATIONA8
0,2023-11-18T19:34:00Z,INATIONA8
0,2023-11-18T19:39:00Z,INATIONA8
0,2023-11-18T19:44:00Z,INATIONA8
0,2023-11-18T19:49:00Z,INATIONA8
0,2023-11-18T19:54:00Z,INATIONA8
0,2023-11-18T19:59:00Z,INATIONA8
0,2023-11-18T20:04:00Z,INATIONA8
0,2023-11-18T20:09:00Z,INATIONA8
0,2023-11-18T20:14:00Z,INATIONA8
0,2023-11-18T20:19:00Z,INATIONA8
0,2023-11-18T20:24:00Z,INATIONA8
0,2023-11-18T20:29:00Z,INATIONA8
0,2023-11-18T20:34:00Z,INATIONA8
0,2023-11-18T20:39:00Z,INATIONA8
0,2023-11-18T20:44:00Z,INATIONA8
0,2023-11-18T20:49:00Z,INATIONA8
0,2023-11-18T20:54:00Z,INATIONA8
0,2023-11-18T20:59:00Z,INATIONA8
0,2023-11-18T21:04:00Z,INATIONA8
0,2023-11-18T21:09:00Z,INATIONA8
0,2023-11-18T21:14:00Z,INATIONA8
0,2023-11-18T21:19:00Z,INATIONA8
0,2023-11-18T21:24:00Z,INATIONA8
0,2023-11-18T21:29:00Z,INATIONA8
0,2023-11-18T21:34:00Z,INATIONA8
0,2023-11-18T21:39:00Z,INATIONA8
0,2023-11-18T21:44:00Z,INATIONA8
0,2023-11-18T21:49:00Z,INATIONA8
0,2023-11-18T21:53:00Z,INATIONA8
0,2023-11-18T21:59:00Z,INATIONA8
0,2023-11-18T22:04:00Z,INATIONA8
0,2023-11-18T22:09:00Z,INATIONA8
0,2023-11-18T22:14:00Z,INATIONA8
0,2023-11-18T22:19:00Z,INATIONA8
0,2023-11-18T22:24:00Z,INATIONA8
0,2023-11-18T22:29:00Z,INATIONA8
0,2023-11-18T22:34:00Z,INATIONA8
0,2023-11-18T22:39:00Z,INATIONA8
0,2023-11-18T22:44:00Z,INATIONA8
0,2023-11-18T22:49:00Z,INATIONA8
0,2023-11-18T22:54:00Z,INATIONA8
0,2023-11-18T22:59:00Z,INATIONA8
0,2023-11-18T23:04:00Z,INATIONA8
0,2023-11-18T23:09:00Z,INATIONA8
0,2023-11-18T23:14:00Z,INATIONA8
0,2023-11-18T23:19:00Z,INATIONA8
0,2023-11-18T23:24:00Z,INATIONA8
0,2023-11-18T23:29:00Z,INATIONA8
0,2023-11-18T23:34:00Z,INATIONA8
0,2023-11-18T23:39:00Z,INATIONA8
0,2023-11-18T23:44:00Z,INATIONA8
0,2023-11-18T23:49:00Z,INATIONA8
0,2023-11-18T23:54:00Z,INATIONA8
0,2023-11-18T23:59:00Z,INATIONA8
0,2023-11-19T00:04:00Z,INATIONA8
0,2023-11-19T00:09:00Z,INATIONA8
0,2023-11-19T00:14:00Z,INATIONA8
0,2023-11-19T00:19:00Z,INATIONA8
0,2023-11-19T00:24:00Z,INATIONA8
0,2023-11-19T00:29:00Z,INATIONA8
0,2023-11-19T00:34:00Z,INATIONA8
0,2023-11-19T00:39:00Z,INATIONA8
0,2023-11-19T00:44:00Z,INATIONA8
0,2023-11-19T00:49:00Z,INATIONA8
0,2023-11-19T00:54:00Z,INATIONA8
0,2023-11-19T00:59:00Z,INATIONA8
0,2023-11-19T01:04:00Z,INATIONA8
0,2023-11-19T01:09:00Z,INATIONA8
0,2023-11-19T01:14:00Z,INATIONA8
0,2023-11-19T01:19:00Z,INATIONA8
0,2023-11-19T01:24:00Z,INATIONA8
0,2023-11-19T01:29:00Z,INATIONA8
0,2023-11-19T01:34:00Z,INATIONA8
0,2023-11-19T01:39:00Z,INATIONA8
0,2023-11-19T01:44:00Z,INATIONA8
0,2023-11-19T01:49:00Z,INATIONA8
0,2023-11-19T01:54:00Z,INATIONA8
0,2023-11-19T01:59:00Z,INATIONA8
0,2023-11-19T02:04:00Z,INATIONA8
0,2023-11-19T02:09:00Z,INATIONA8
0,2023-11-19T02:14:00Z,INATIONA8
0,2023-11-19T02:19:00Z,INATIONA8
0,2023-11-19T02:24:00Z,INATIONA8
0,2023-11-19T02:29:00Z,INATIONA8
0,2023-11-19T02:34:00Z,INATIONA8
0,2023-11-19T02:39:00Z,INATIONA8
0,2023-11-19T02:44:00Z,INATIONA8
0,2023-11-19T02:49:00Z,INATIONA8
0,2023-11-19T02:54:00Z,INATIONA8
0,2023-11-19T02:59:00Z,INATIONA8
0,2023-11-19T03:04:00Z,INATIONA8
0,2023-11-19T03:09:00Z,INATIONA8
0,2023-11-19T03:14:00Z,INATIONA8
0,2023-11-19T03:19:00Z,INATIONA8
0,2023-11-19T03:24:00Z,INATIONA8
0,2023-11-19T03:29:00Z,INATIONA8
0,2023-11-19T03:34:00Z,INATIONA8
0,2023-11-19T03:39:00Z,INATIONA8
0,2023-11-19T03:44:00Z,INATIONA8
0,2023-11-19T03:49:00Z,INATIONA8
0,2023-11-19T03:54:00Z,INATIONA8
0,2023-11-19T03:59:00Z,INATIONA8
0,2023-11-18T04:04:00Z,IPEDRO2
0,2023-11-18T04:09:00Z,IPEDRO2
0,2023-11-18T04:14:00Z,IPEDRO2
0,2023-11-18T04:19:00Z,IPEDRO2
0,2023-11-18T04:24:00Z,IPEDRO2
0,2023-11-18T04:29:00Z,IPEDRO2
0,2023-11-18T04:34:00Z,IPEDRO2
0,2023-11-18T04:39:00Z,IPEDRO2
0,2023-11-18T04:44:00Z,IPEDRO2
0,2023-11-18T04:49:00Z,IPEDRO2
0.02,2023-11-18T04:54:00Z,IPEDRO2
0.02,2023-11-18T04:58:00Z,IPEDRO2
0.02,2023-11-18T05:04:00Z,IPEDRO2
0.02,2023-11-18T05:09:00Z,IPEDRO2
0.02,2023-11-18T05:14:00Z,IPEDRO2
0.02,2023-11-18T05:18:00Z,IPEDRO2
0.02,2023-11-18T05:24:00Z,IPEDRO2
0.03,2023-11-18T05:29:00Z,IPEDRO2
0.03,2023-11-18T05:34:00Z,IPEDRO2
0.03,2023-11-18T05:39:00Z,IPEDRO2
0.03,2023-11-18T05:44:00Z,IPEDRO2
0.03,2023-11-18T05:49:00Z,IPEDRO2
0.03,2023-11-18T05:54:00Z,IPEDRO2
0.07,2023-11-18T05:59:00Z,IPEDRO2
0.08,2023-11-18T06:03:00Z,IPEDRO2
0.1,2023-11-18T06:09:00Z,IPEDRO2
0.11,2023-11-18T06:14:00Z,IPEDRO2
0.16,2023-11-18T06:19:00Z,IPEDRO2
0.16,2023-11-18T06:22:00Z,IPEDRO2
0.16,2023-11-18T06:29:00Z,IPEDRO2
0.18,2023-11-18T06:34:00Z,IPEDRO2
0.18,2023-11-18T06:39:00Z,IPEDRO2
0.18,2023-11-18T06:44:00Z,IPEDRO2
0.21,2023-11-18T06:49:00Z,IPEDRO2
0.34,2023-11-18T06:54:00Z,IPEDRO2
0.37,2023-11-18T06:59:00Z,IPEDRO2
0.38,2023-11-18T07:04:00Z,IPEDRO2
0.49,2023-11-18T07:09:00Z,IPEDRO2
0.56,2023-11-18T07:14:00Z,IPEDRO2
0.56,2023-11-18T07:19:00Z,IPEDRO2
0.56,2023-11-18T07:24:00Z,IPEDRO2
0.56,2023-11-18T07:29:00Z,IPEDRO2
0.57,2023-11-18T07:34:00Z,IPEDRO2
0.57,2023-11-18T07:39:00Z,IPEDRO2
0.57,2023-11-18T07:44:00Z,IPEDRO2
0.57,2023-11-18T07:49:00Z,IPEDRO2
0.57,2023-11-18T07:54:00Z,IPEDRO2
0.57,2023-11-18T07:59:00Z,IPEDRO2
0.57,2023-11-18T08:04:00Z,IPEDRO2
0.57,2023-11-18T08:09:00Z,IPEDRO2
0.57,2023-11-18T08:14:00Z,IPEDRO2
0.57,2023-11-18T08:19:00Z,IPEDRO2
0.57,2023-11-18T08:24:00Z,IPEDRO2
0.57,2023-11-18T08:29:00Z,IPEDRO2
0.57,2023-11-18T08:34:00Z,IPEDRO2
0.57,2023-11-18T08:39:00Z,IPEDRO2
0.57,2023-11-18T08:44:00Z,IPEDRO2
0.57,2023-11-18T08:49:00Z,IPEDRO2
0.57,2023-11-18T08:54:00Z,IPEDRO2
0.57,2023-11-18T08:59:00Z,IPEDRO2
0.57,2023-11-18T09:04:00Z,IPEDRO2
0.57,2023-11-18T09:09:00Z,IPEDRO2
0.57,2023-11-18T09:14:00Z,IPEDRO2
0.57,2023-11-18T09:19:00Z,IPEDRO2
0.57,2023-11-18T09:24:00Z,IPEDRO2
0.57,2023-11-18T09:29:00Z,IPEDRO2
0.57,2023-11-18T09:34:00Z,IPEDRO2
0.57,2023-11-18T09:39:00Z,IPEDRO2
0.57,2023-11-18T09:44:00Z,IPEDRO2
0.57,2023-11-18T09:49:00Z,IPEDRO2
0.57,2023-11-18T09:54:00Z,IPEDRO2
0.57,2023-11-18T09:59:00Z,IPEDRO2
0.57,2023-11-18T10:04:00Z,IPEDRO2
0.57,2023-11-18T10:09:00Z,IPEDRO2
0.57,2023-11-18T10:14:00Z,IPEDRO2
0.57,2023-11-18T10:19:00Z,IPEDRO2
0.57,2023-11-18T10:24:00Z,IPEDRO2
0.57,2023-11-18T10:29:00Z,IPEDRO2
0.57,2023-11-18T10:34:00Z,IPEDRO2
0.6,2023-11-18T10:39:00Z,IPEDRO2
0.6,2023-11-18T10:44:00Z,IPEDRO2
0.6,2023-11-18T10:49:00Z,IPEDRO2
0.6,2023-11-18T10:54:00Z,IPEDRO2
0.6,2023-11-18T10:59:00Z,IPEDRO2
0.6,2023-11-18T11:04:00Z,IPEDRO2
0.6,2023-11-18T11:09:00Z,IPEDRO2
0.6,2023-11-18T11:14:00Z,IPEDRO2
0.6,2023-11-18T11:19:00Z,IPEDRO2
0.6,2023-11-18T11:24:00Z,IPEDRO2
0.6,2023-11-18T11:29:00Z,IPEDRO2
0.6,2023-11-18T11:34:00Z,IPEDRO2
0.6,2023-11-18T11:39:00Z,IPEDRO2
0.6,2023-11-18T11:44:00Z,IPEDRO2
0.6,2023-11-18T11:48:00Z,IPEDRO2
0.6,2023-11-18T11:54:00Z,IPEDRO2
0.6,2023-11-18T11:59:00Z,IPEDRO2
0.6,2023-11-18T12:04:00Z,IPEDRO2
0.6,2023-11-18T12:09:00Z,IPEDRO2
0.6,2023-11-18T12:14:00Z,IPEDRO2
0.6,2023-11-18T12:19:00Z,IPEDRO2
0.6,2023-11-18T12:24:00Z,IPEDRO2
0.6,2023-11-18T12:29:00Z,IPEDRO2
0.6,2023-11-18T12:34:00Z,IPEDRO2
0.6,2023-11-18T12:39:00Z,IPEDRO2
0.6,2023-11-18T12:44:00Z,IPEDRO2
0.62,2023-11-18T12:49:00Z,IPEDRO2
0.63,2023-11-18T12:54:00Z,IPEDRO2
0.68,2023-11-18T12:59:00Z,IPEDRO2
0.81,2023-11-18T13:04:00Z,IPEDRO2
0.86,2023-11-18T13:09:00Z,IPEDRO2
0.87,2023-11-18T13:14:00Z,IPEDRO2
0.9,2023-11-18T13:19:00Z,IPEDRO2
0.9,2023-11-18T13:24:00Z,IPEDRO2
0.91,2023-11-18T13:29:00Z,IPEDRO2
0.95,2023-11-18T13:34:00Z,IPEDRO2
0.98,2023-11-18T13:39:00Z,IPEDRO2
1.08,2023-11-18T13:43:00Z,IPEDRO2
1.11,2023-11-18T13:49:00Z,IPEDRO2
1.11,2023-11-18T13:53:00Z,IPEDRO2
1.11,2023-11-18T13:59:00Z,IPEDRO2
1.11,2023-11-18T14:04:00Z,IPEDRO2
1.11,2023-11-18T14:09:00Z,IPEDRO2
1.11,2023-11-18T14:14:00Z,IPEDRO2
1.11,2023-11-18T14:19:00Z,IPEDRO2
1.11,2023-11-18T14:24:00Z,IPEDRO2
1.11,2023-11-18T14:29:00Z,IPEDRO2
1.11,2023-11-18T14:34:00Z,IPEDRO2
1.11,2023-11-18T14:39:00Z,IPEDRO2
1.11,2023-11-18T14:44:00Z,IPEDRO2
1.11,2023-11-18T14:49:00Z,IPEDRO2
1.12,2023-11-18T14:54:00Z,IPEDRO2
1.12,2023-11-18T14:58:00Z,IPEDRO2
1.12,2023-11-18T15:04:00Z,IPEDRO2
1.12,2023-11-18T15:09:00Z,IPEDRO2
1.12,2023-11-18T15:14:00Z,IPEDRO2
1.12,2023-11-18T15:19:00Z,IPEDRO2
1.12,2023-11-18T15:23:00Z,IPEDRO2
1.12,2023-11-18T15:29:00Z,IPEDRO2
1.12,2023-11-18T15:34:00Z,IPEDRO2
1.12,2023-11-18T15:39:00Z,IPEDRO2
1.13,2023-11-18T15:44:00Z,IPEDRO2
1.13,2023-11-18T15:49:00Z,IPEDRO2
1.13,2023-11-18T15:54:00Z,IPEDRO2
1.13,2023-11-18T15:59:00Z,IPEDRO2
1.13,2023-11-18T16:04:00Z,IPEDRO2
1.13,2023-11-18T16:09:00Z,IPEDRO2
1.13,2023-11-18T16:14:00Z,IPEDRO2
1.13,2023-11-18T16:19:00Z,IPEDRO2
1.13,2023-11-18T16:24:00Z,IPEDRO2
1.13,2023-11-18T16:29:00Z,IPEDRO2
1.14,2023-11-18T16:34:00Z,IPEDRO2
1.15,2023-11-18T16:38:00Z,IPEDRO2
1.18,2023-11-18T16:44:00Z,IPEDRO2
1.18,2023-11-18T16:49:00Z,IPEDRO2
1.23,2023-11-18T16:54:00Z,IPEDRO2
1.42,2023-11-18T16:59:00Z,IPEDRO2
1.79,2023-11-18T17:04:00Z,IPEDRO2
1.9,2023-11-18T17:09:00Z,IPEDRO2
1.92,2023-11-18T17:14:00Z,IPEDRO2
1.93,2023-11-18T17:15:00Z,IPEDRO2
2.19,2023-11-18T17:34:00Z,IPEDRO2
2.29,2023-11-18T17:39:00Z,IPEDRO2
2.51,2023-11-18T17:44:00Z,IPEDRO2
2.73,2023-11-18T17:48:00Z,IPEDRO2
2.85,2023-11-18T17:53:00Z,IPEDRO2
3.17,2023-11-18T17:59:00Z,IPEDRO2
3.28,2023-11-18T18:04:00Z,IPEDRO2
3.35,2023-11-18T18:09:00Z,IPEDRO2
3.51,2023-11-18T18:12:00Z,IPEDRO2
4.03,2023-11-18T18:28:00Z,IPEDRO2
4.34,2023-11-18T18:34:00Z,IPEDRO2
4.84,2023-11-18T18:39:00Z,IPEDRO2
5.41,2023-11-18T18:44:00Z,IPEDRO2
5.63,2023-11-18T18:49:00Z,IPEDRO2
5.7,2023-11-18T18:54:00Z,IPEDRO2
5.72,2023-11-18T18:59:00Z,IPEDRO2
5.74,2023-11-18T19:04:00Z,IPEDRO2
5.78,2023-11-18T19:09:00Z,IPEDRO2
5.83,2023-11-18T19:14:00Z,IPEDRO2
5.91,2023-11-18T19:19:00Z,IPEDRO2
5.94,2023-11-18T19:24:00Z,IPEDRO2
5.99,2023-11-18T19:29:00Z,IPEDRO2
6.02,2023-11-18T19:34:00Z,IPEDRO2
6.04,2023-11-18T19:39:00Z,IPEDRO2
6.04,2023-11-18T19:44:00Z,IPEDRO2
6.04,2023-11-18T19:48:00Z,IPEDRO2
6.04,2023-11-18T19:54:00Z,IPEDRO2
6.04,2023-11-18T19:59:00Z,IPEDRO2
6.04,2023-11-18T20:04:00Z,IPEDRO2
6.04,2023-11-18T20:09:00Z,IPEDRO2
6.08,2023-11-18T20:14:00Z,IPEDRO2
6.19,2023-11-18T20:19:00Z,IPEDRO2
6.21,2023-11-18T20:24:00Z,IPEDRO2
6.37,2023-11-18T20:29:00Z,IPEDRO2
6.56,2023-11-18T20:34:00Z,IPEDRO2
6.62,2023-11-18T20:39:00Z,IPEDRO2
6.64,2023-11-18T20:43:00Z,IPEDRO2
6.66,2023-11-18T20:49:00Z,IPEDRO2
6.66,2023-11-18T20:54:00Z,IPEDRO2
6.66,2023-11-18T20:59:00Z,IPEDRO2
6.67,2023-11-18T21:04:00Z,IPEDRO2
6.7,2023-11-18T21:09:00Z,IPEDRO2
6.72,2023-11-18T21:14:00Z,IPEDRO2
6.73,2023-11-18T21:19:00Z,IPEDRO2
6.73,2023-11-18T21:24:00Z,IPEDRO2
6.76,2023-11-18T21:29:00Z,IPEDRO2
6.84,2023-11-18T21:34:00Z,IPEDRO2
6.96,2023-11-18T21:39:00Z,IPEDRO2
7.03,2023-11-18T21:44:00Z,IPEDRO2
7.14,2023-11-18T21:49:00Z,IPEDRO2
7.19,2023-11-18T21:54:00Z,IPEDRO2
7.27,2023-11-18T21:59:00Z,IPEDRO2
7.44,2023-11-18T22:03:00Z,IPEDRO2
7.65,2023-11-18T22:09:00Z,IPEDRO2
7.75,2023-11-18T22:14:00Z,IPEDRO2
7.8,2023-11-18T22:19:00Z,IPEDRO2
7.85,2023-11-18T22:24:00Z,IPEDRO2
7.88,2023-11-18T22:29:00Z,IPEDRO2
7.91,2023-11-18T22:34:00Z,IPEDRO2
7.94,2023-11-18T22:39:00Z,IPEDRO2
7.97,2023-11-18T22:44:00Z,IPEDRO2
7.99,2023-11-18T22:49:00Z,IPEDRO2
8.01,2023-11-18T22:54:00Z,IPEDRO2
8.02,2023-11-18T22:59:00Z,IPEDRO2
8.03,2023-11-18T23:04:00Z,IPEDRO2
8.05,2023-11-18T23:09:00Z,IPEDRO2
8.08,2023-11-18T23:14:00Z,IPEDRO2
8.13,2023-11-18T23:19:00Z,IPEDRO2
8.15,2023-11-18T23:24:00Z,IPEDRO2
8.17,2023-11-18T23:29:00Z,IPEDRO2
8.19,2023-11-18T23:33:00Z,IPEDRO2
8.21,2023-11-18T23:39:00Z,IPEDRO2
8.24,2023-11-18T23:44:00Z,IPEDRO2
8.27,2023-11-18T23:49:00Z,IPEDRO2
8.29,2023-11-18T23:53:00Z,IPEDRO2
8.3,2023-11-18T23:59:00Z,IPEDRO2
8.32,2023-11-19T00:04:00Z,IPEDRO2
8.34,2023-11-19T00:09:00Z,IPEDRO2
8.35,2023-11-19T00:14:00Z,IPEDRO2
8.36,2023-11-19T00:19:00Z,IPEDRO2
8.36,2023-11-19T00:24:00Z,IPEDRO2
8.37,2023-11-19T00:29:00Z,IPEDRO2
8.37,2023-11-19T00:34:00Z,IPEDRO2
8.38,2023-11-19T00:39:00Z,IPEDRO2
8.4,2023-11-19T00:44:00Z,IPEDRO2
8.42,2023-11-19T00:49:00Z,IPEDRO2
8.44,2023-11-19T00:54:00Z,IPEDRO2
8.46,2023-11-19T00:59:00Z,IPEDRO2
8.48,2023-11-19T01:04:00Z,IPEDRO2
8.5,2023-11-19T01:09:00Z,IPEDRO2
8.53,2023-11-19T01:14:00Z,IPEDRO2
8.54,2023-11-19T01:19:00Z,IPEDRO2
8.55,2023-11-19T01:24:00Z,IPEDRO2
8.56,2023-11-19T01:29:00Z,IPEDRO2
8.57,2023-11-19T01:34:00Z,IPEDRO2
8.57,2023-11-19T01:39:00Z,IPEDRO2
8.58,2023-11-19T01:44:00Z,IPEDRO2
8.58,2023-11-19T01:49:00Z,IPEDRO2
8.58,2023-11-19T01:54:00Z,IPEDRO2
8.59,2023-11-19T01:59:00Z,IPEDRO2
8.59,2023-11-19T02:04:00Z,IPEDRO2
8.59,2023-11-19T02:09:00Z,IPEDRO2
8.59,2023-11-19T02:14:00Z,IPEDRO2
8.59,2023-11-19T02:19:00Z,IPEDRO2
8.59,2023-11-19T02:24:00Z,IPEDRO2
